id,def,age,inc_brac4,inc_brac3,inc_brac2,inc_brac1,income_missing,kin_missing,credit_score_avg,credit_score,credit_score_m,deposit_min_avg,deposit_max_avg,total_deposit,monthly_deposit_avg,min_rec_avg,max_rec_avg,total_rec,monthly_rec_avg,avg_monthly_inc,rec_inc_r,d_inc_r,airtime_min_avg,airtime_max_avg,total_airtime,monthly_airtime_avg,a_inc_r,avg_min_paybill,avg_max_paybill,total_paybill,monthly_paybill_avg,p_inc_r,avg_min_transfered,avg_max_transfered,total_transfered,avg_monthly_transferred,t_inc_r,avg_min_withdrawals,total_withdrawals,avg_withdrawls,w_inc_r,w_dep_r,avg_min_sent,avg_max_sent,avg_monthly_sent,s_inc_r,s_rec_r,monthly_exp_avg,inc-exp,exp-inc,rec_exp_r,d_exp_r,inc_exp_r,t_exp_r,w_exp_r,s_exp_r,p_exp_r,a_exp_r,total_sent
778,1,21,0,0,0,0,1,1,14.36,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,0,26,0,0,1,0,0,0,0,0,1,885.7142857,224.2857143,2770,395.7142857,7.142857143,3428.571429,53270,7610,8005.714286,0.950571021,0.049428979,1.285714286,71.42857143,1359,194.1428571,0.024250535,42.85714286,1250.428571,10093,1441.857143,0.180103498,1.428571429,5.428571429,48,6.857142857,8.57E-04,35.71428571,7250,1035.714286,0.129371877,2.61732852,7.714285714,964.2857143,5196.428571,0.649089936,0.649089936,7875,130.7142857,-130.7142857,0.966349206,0.050249433,1.016598639,8.71E-04,0.131519274,0.659863946,0.183092971,0.024653061,149397.3214
780,1,26,0,0,1,0,0,0,14.64,732,0,0,0,0,0,1521.428571,1891.428571,17350,2478.571429,2478.571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285.7142857,2000,285.7142857,0.115273775,0,1290,1865.714286,2875.714286,1.160230548,1.160230548,3161.428571,-682.8571429,682.8571429,0.784003615,0,0.784003615,0,0.090375056,0.909624944,0,0,82676.78571
781,0,25,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.285714286,4.285714286,30,4.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.571428571,8.571428571,8.571428571,0,0,12.85714286,-12.85714286,12.85714286,0,0,0,0,0,0.666666667,0,0.333333333,246.4285714
782,1,24,0,0,0,0,1,1,15.54,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,1,31,0,0,0,0,1,1,15.18,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,1,27,0,0,1,0,0,0,0,0,1,285.7142857,28.57142857,400,57.14285714,5135,6667.857143,51927,7418.142857,7475.285714,0.992355763,0.007644237,4.285714286,45.57142857,1503,214.7142857,0.028723221,131.1428571,131.1428571,918,131.1428571,0.017543524,0,0,0,0,0,280,45910,6558.571429,0.877367325,114.775,12.14285714,1821.285714,3782.285714,0.50597206,0.50597206,10686.71429,-3211.428571,3211.428571,0.69414627,0.005347093,0.699493363,0,0.61371262,0.353924098,0.012271579,0.020091703,108740.7143
785,1,36,0,0,0,1,0,0,12.4,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,0,27,0,0,0,1,0,0,0,0,1,1857.142857,600,7100,1014.285714,440,4242.857143,77844,11120.57143,12134.85714,0.916415521,0.083584479,36.14285714,171.4285714,3676,525.1428571,0.04327557,157.5714286,288.2857143,2533,361.8571429,0.029819646,764.4285714,942.5714286,9614,1373.428571,0.113180448,457.1428571,54960,7851.428571,0.647014504,7.74084507,1050.571429,2479,4637.428571,0.382157657,0.382157657,14749.28571,-2614.428571,2614.428571,0.753973558,0.068768463,0.822742021,0.093118311,0.532326021,0.314417163,0.024533876,0.03560463,133326.0714
787,1,27,0,0,0,0,1,1,15.04,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,0,21,0,0,0,0,1,1,15.84,792,0,3571.428571,1142.857143,10500,1500,33,1028.571429,11061,1580.142857,3080.142857,0.513009601,0.486990399,12.42857143,85.71428571,2077,296.7142857,0.096331339,0,0,0,0,0,72.85714286,75.71428571,557,79.57142857,0.025833681,257.1428571,4700,671.4285714,0.217986179,0.447619048,32.71428571,800.5714286,2697.142857,0.875655118,0.875655118,3744.857143,-664.7142857,664.7142857,0.421950103,0.400549325,0.822499428,0.021248188,0.179293507,0.720225834,0,0.079232471,77542.85714
789,1,38,0,0,0,0,1,1,14.24,712,0,528.5714286,221.4285714,3610,515.7142857,172.8571429,3521.428571,30604,4372,4887.714286,0.894487637,0.105512363,42.85714286,64.28571429,950,135.7142857,0.027766411,142.8571429,142.8571429,1000,142.8571429,0.029227801,0,0,0,0,0,481.4285714,3870,552.8571429,0.113111592,1.072022161,7.714285714,1176.571429,3359.571429,0.687350208,0.687350208,4191,696.7142857,-696.7142857,1.043187783,0.1230528,1.166240584,0,0.131915329,0.801615707,0.034086648,0.032382316,96587.67857
790,0,27,0,0,0,0,1,1,14.94,747,0,0,0,0,0,0,0,0,0,0,0,0,2.714285714,7.142857143,119,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.4285714,261.4285714,261.4285714,0,0,278.4285714,-278.4285714,278.4285714,0,0,0,0,0,0.938943048,0,0.061056952,7516.071429
791,0,57,0,0,0,0,1,1,14.56,728,0,12142.85714,5678.571429,51250,7321.428571,564.2857143,2635.714286,37260,5322.857143,12644.28571,0.420969382,0.579030618,14,75.71428571,5117,731,0.057812677,80,128.5714286,1760,251.4285714,0.019884759,0,0,0,0,0,1385.714286,15200,2171.428571,0.171732008,0.296585366,126.8571429,5522.857143,9283.142857,0.734176929,0.734176929,12437,207.2857143,-207.2857143,0.427985619,0.588681239,1.016666858,0,0.174594241,0.746413352,0.020216175,0.058776232,266890.3571
792,1,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,1,46,0,0,0,1,0,0,14.28,714,0,0,0,0,0,71.42857143,428.5714286,3500,500,500,1,0,4.285714286,15.71428571,205,29.28571429,0.058571429,0,0,0,0,0,71.42857143,114.2857143,2100,300,0.6,0,0,0,0,0,46.71428571,46.71428571,46.71428571,0.093428571,0.093428571,376,124,-124,1.329787234,0,1.329787234,0.79787234,0,0.124240122,0,0.077887538,1343.035714
794,1,23,0,0,0,0,1,1,13.28,664,0,2257.142857,604.2857143,5880,840,158.7142857,8739.571429,110911,15844.42857,16684.42857,0.949653655,0.050346345,9.428571429,72.85714286,2275,325,0.019479241,0,0,0,0,0,498.7142857,5802.571429,71320,10188.57143,0.610663493,2190,69070,9867.142857,0.59139831,11.74659864,68.42857143,3003.857143,5608.714286,0.336164602,0.336164602,25989.42857,-9305,9305,0.609648978,0.032320834,0.641969812,0.392027528,0.379659862,0.215807526,0,0.012505084,161250.5357
795,1,25,0,0,0,1,0,0,14.32,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.5714286,101.5714286,711,101.5714286,0,0,0,0,0,0,0,0,0,0,0,101.5714286,-101.5714286,101.5714286,0,0,0,1,0,0,0,0,0
796,1,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,1,26,0,0,1,0,0,0,0,0,1,2014.285714,2021.428571,24050,3435.714286,201.4285714,5721.428571,192162,27451.71429,30887.42857,0.888766581,0.111233419,61.42857143,207.1428571,5935,847.8571429,0.02744991,28.57142857,28.57142857,200,28.57142857,9.25E-04,494.5714286,640,5962,851.7142857,0.027574788,2142.857143,92900,13271.42857,0.429670879,3.862785863,73.28571429,4017.142857,14420.42857,0.466870479,0.466870479,29420,1467.428571,-1467.428571,0.933097019,0.116781587,1.049878605,0.02895018,0.451102263,0.490157327,9.71E-04,0.028819074,414587.3214
798,0,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,1,24,0,0,0,0,0,0,13.12,656,0,71.42857143,98.57142857,740,105.7142857,1.428571429,285.7142857,2540,362.8571429,468.5714286,0.774390244,0.225609756,2.857142857,14.28571429,190,27.14285714,0.057926829,21.42857143,21.42857143,150,21.42857143,0.045731707,0,0,0,0,0,57.14285714,2750,392.8571429,0.838414634,3.716216216,7.142857143,90,97.14285714,0.207317073,0.207317073,538.5714286,-70,70,0.673740053,0.196286472,0.870026525,0,0.729442971,0.180371353,0.039787798,0.050397878,2792.857143
800,0,38,0,0,0,0,0,0,14.4,720,0,214.2857143,454.2857143,5980,854.2857143,14.28571429,218.1428571,1627,232.4285714,1086.714286,0.213881951,0.786118049,1.142857143,14.28571429,108,15.42857143,0.01419745,0,0,0,0,0,0,0,0,0,0,1057.142857,7400,1057.142857,0.972788221,1.237458194,0,0,0,0,0,1072.571429,14.14285714,-14.14285714,0.216702184,0.796483751,1.013185935,0,0.985615344,0,0,0.014384656,0
801,1,26,0,0,0,0,1,1,15.4,770,0,12928.57143,10414.28571,97950,13992.85714,528.5714286,3314.285714,76667,10952.42857,24945.28571,0.439058053,0.560941947,16.14285714,76.14285714,2028,289.7142857,0.011613989,41.42857143,591.4285714,26560,3794.285714,0.15210432,0,0,0,0,0,445.7142857,42285,6040.714286,0.242158553,0.431699847,1234,10204.28571,14732.71429,0.590601144,0.590601144,24857.42857,87.85714286,-87.85714286,0.440609878,0.562924564,1.003534442,0,0.243014448,0.59268859,0.152641924,0.011655038,423565.5357
802,1,22,0,0,0,0,1,1,14.32,716,0,0,0,0,0,85.71428571,1957.142857,17000,2428.571429,2428.571429,1,0,1.428571429,7.142857143,420,60,0.024705882,215,388.4285714,4224,603.4285714,0.248470588,0,0,0,0,0,214.2857143,6200,885.7142857,0.364705882,0,40.57142857,1976.571429,2110.571429,0.869058824,0.869058824,3659.714286,-1231.142857,1231.142857,0.663595909,0,0.663595909,0,0.242017332,0.57670388,0.164884066,0.016394722,60678.92857
803,0,30,0,0,0,0,1,1,14.36,718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,0,33,0,0,0,0,1,1,15.22,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,1,25,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,1,30,0,0,0,0,1,1,15.5,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57142857,428.5714286,500,0,0,500,-500,500,0,0,0,0,0,1,0,0,14375
807,0,47,0,0,0,0,1,1,15.46,773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,0,24,0,0,0,0,1,1,0,0,0,5142.857143,514.2857143,3600,514.2857143,9.285714286,2307.142857,28673,4096.142857,4610.428571,0.888451647,0.111548353,0.714285714,14.28571429,448,64,0.013881573,0,0,0,0,0,0,0,0,0,0,1621.428571,14350,2050,0.44464413,3.986111111,2.428571429,1642.857143,2464.857143,0.534626468,0.534626468,4578.857143,31.57142857,-31.57142857,0.894577561,0.112317484,1.006895046,0,0.447709971,0.538312742,0,0.013977287,70864.64286
809,0,24,0,0,0,0,1,1,13.16,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,1,25,0,0,0,1,0,0,14.32,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,0,29,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,0,41,0,0,1,0,0,0,0,0,1,13785.71429,5378.571429,51880,7411.428571,375.2857143,7714.285714,80257,11465.28571,18876.71429,0.607377192,0.392622808,32.14285714,135.7142857,6005,857.8571429,0.045445258,4000.714286,4115.142857,29511,4215.857143,0.223336386,71.42857143,142.8571429,2500,357.1428571,0.018919758,700,13900,1985.714286,0.105193852,0.267925983,240,4250.285714,9774,0.517780788,0.517780788,17190.57143,1686.142857,-1686.142857,0.666951984,0.431133346,1.098085329,0.020775508,0.115511825,0.568567487,0.245242409,0.049902771,281002.5
813,1,23,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,44,0,1,0,0,0,0,0,0,1,0,0,0,0,10.85714286,14.28571429,733,104.7142857,104.7142857,1,0,1.428571429,14.28571429,130,18.57142857,0.177353342,1.428571429,14.28571429,210,30,0.286493861,257.1428571,257.1428571,1800,257.1428571,2.455661664,14.28571429,350,50,0.477489768,0,1.142857143,20.57142857,237.4285714,2.26739427,2.26739427,593.1428571,-488.4285714,488.4285714,0.176541426,0,0.176541426,0.433526012,0.084296724,0.400289017,0.050578035,0.031310212,6826.071429
815,0,19,0,0,0,0,1,1,14.04,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,0,27,0,0,0,0,1,1,15.34,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,1,22,0,0,0,0,1,1,14.8,740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,1,24,0,0,0,0,1,1,0,0,1,285.7142857,210,4910,701.4285714,25.42857143,450,10665,1523.571429,2225,0.684751204,0.315248796,5.285714286,51.71428571,1391,198.7142857,0.089309791,0,0,0,0,0,1.428571429,18.57142857,140,20,0.008988764,81.42857143,6010,858.5714286,0.385874799,1.224032587,7.285714286,231.5714286,1026.714286,0.461444623,0.461444623,2104,121,-121,0.724130907,0.333378599,1.057509506,0.009505703,0.408066268,0.487982075,0,0.094445953,29518.03571
819,0,26,0,0,0,1,0,0,0,0,1,2428.571429,4257.142857,103710,14815.71429,130.8571429,3257.142857,41116,5873.714286,20689.42857,0.2838993,0.7161007,2.857142857,14.28571429,220,31.42857143,0.001519064,54.28571429,465,6240,891.4285714,0.043086186,188.5714286,405.7142857,4520,645.7142857,0.031209866,242.8571429,6200,885.7142857,0.042809993,0.059782085,160,4642.857143,19455.42857,0.940356013,0.940356013,21909.71429,-1220.285714,1220.285714,0.268087215,0.676216681,0.944303897,0.029471598,0.040425643,0.887981848,0.040686453,0.001434458,559343.5714
820,0,24,0,0,0,0,1,1,14.32,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,27,0,0,0,0,1,1,14.36,718,0,800,151.4285714,1560,222.8571429,4.285714286,90,760,108.5714286,331.4285714,0.327586207,0.672413793,2.857142857,2.857142857,20,2.857142857,0.00862069,0,0,0,0,0,0,0,0,0,0,42.85714286,300,42.85714286,0.129310345,0.192307692,8.857142857,99.85714286,257.4285714,0.776724138,0.776724138,303.1428571,28.28571429,-28.28571429,0.358152686,0.735155514,1.0933082,0,0.14137606,0.849198869,0,0.009425071,7401.071429
822,0,27,0,0,0,0,1,1,14.6,730,0,3000,1600,13300,1900,20.71428571,5642.857143,142467,20352.42857,22252.42857,0.914616061,0.085383939,7.142857143,147.1428571,2638,376.8571429,0.016935551,80.71428571,1222.142857,8595,1227.857143,0.055178568,207.1428571,1801.857143,28908,4129.714286,0.18558488,1000,39100,5585.714286,0.25101594,2.939849624,2.857142857,5585.714286,14345.14286,0.644655158,0.644655158,25665.28571,-3412.857143,3412.857143,0.792994428,0.074029957,0.867024385,0.160906616,0.217636942,0.558931742,0.047841164,0.014683536,412422.8571
823,0,23,0,0,0,0,1,1,14.77,755,0,7714.285714,1435.714286,15850,2264.285714,1804.285714,6600,81930,11704.28571,13968.57143,0.837901411,0.162098589,34.42857143,171.4285714,2548,364,0.026058499,1675.571429,3284,25700,3671.428571,0.262834936,771.5714286,1571.714286,11022,1574.571429,0.112722438,2414.285714,19700,2814.285714,0.201472694,1.242902208,254.2857143,3047,8320.571429,0.595663735,0.595663735,16744.85714,-2776.285714,2776.285714,0.698977938,0.135222755,0.834200693,0.094033136,0.168068661,0.4969031,0.219257085,0.021738018,239216.4286
824,1,23,0,0,0,0,1,1,14.96,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,40,0,0,0,1,0,0,0,0,1,3285.714286,11085.71429,243280,34754.28571,1428.571429,1900,23300,3328.571429,38082.85714,0.087403406,0.912596594,12.14285714,50,5895,842.1428571,0.022113437,121.4285714,3714.285714,40230,5747.142857,0.150911546,0,0,0,0,0,1857.142857,13000,1857.142857,0.048765849,0.05343637,17.14285714,8825,32901.14286,0.863935779,0.863935779,41347.57143,-3264.714286,3264.714286,0.080502223,0.840539952,0.921042176,0,0.044915404,0.79572129,0.138995899,0.020367408,945907.8571
826,1,21,0,0,0,1,0,0,14.62,731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,1,38,0,0,0,0,1,1,14.4,720,0,214.2857143,714.2857143,6510,930,28.57142857,28.57142857,200,28.57142857,958.5714286,0.029806259,0.970193741,2.857142857,14.28571429,455,65,0.06780924,0,0,0,0,0,0,0,0,0,0,25.71428571,7480,1068.571429,1.114754098,1.149001536,1.428571429,14.28571429,34.28571429,0.035767511,0.035767511,1167.857143,-209.2857143,209.2857143,0.024464832,0.796330275,0.820795107,0,0.914984709,0.029357798,0,0.055657492,985.7142857
828,1,24,0,0,0,1,0,0,0,0,1,285.7142857,3807.142857,52117,7445.285714,22.14285714,1852.285714,36957,5279.571429,12724.85714,0.414902216,0.585097784,8.857142857,34.85714286,1480,211.4285714,0.016615398,15,435,13271,1895.857143,0.148988481,0,0,0,0,0,255.7142857,7270,1038.571429,0.081617531,0.139493831,18.42857143,6928.571429,10479.57143,0.823551205,0.823551205,13625.42857,-900.5714286,900.5714286,0.387479293,0.5464258,0.933905093,0,0.076223028,0.769118665,0.139141102,0.015517205,301287.6786
829,1,23,0,0,0,0,1,1,0,0,0,228.5714286,835.7142857,6490,927.1428571,5.714285714,590,19114,2730.571429,3657.714286,0.746523981,0.253476019,1.571428571,18.57142857,685,97.85714286,0.026753632,12.85714286,61.42857143,620,88.57142857,0.024214966,0,0,0,0,0,47.14285714,13720,1960,0.535853773,2.114021572,2,592.8571429,1183.857143,0.323660366,0.323660366,3330.285714,327.4285714,-327.4285714,0.819921071,0.278397392,1.098318463,0,0.588538092,0.355482155,0.026595745,0.029384008,34035.89286
830,1,27,0,0,0,0,1,1,14.86,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,1,33,0,0,0,1,0,0,0,0,1,0,0,0,0,46.71428571,1428.571429,10327,1475.285714,1475.285714,1,0,14.28571429,14.28571429,300,42.85714286,0.029050063,187.8571429,187.8571429,1315,187.8571429,0.127336109,1.285714286,1.285714286,9,1.285714286,8.72E-04,608.5714286,4260,608.5714286,0.412510894,0,7.142857143,307.1428571,361.4285714,0.244988864,0.244988864,1202,273.2857143,-273.2857143,1.227359163,0,1.227359163,0.001069646,0.506299025,0.300689327,0.15628714,0.035654861,10391.07143
832,0,27,0,0,0,0,1,1,14.36,718,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,14.28571429,100,14.28571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.28571429,-14.28571429,14.28571429,0,0,0,0,0,0,0,1,0
833,0,32,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,1.428571429,14.28571429,340,48.57142857,48.57142857,1,0,7.142857143,7.142857143,50,7.142857143,0.147058824,0,0,0,0,0,0,0,0,0,0,28.57142857,200,28.57142857,0.588235294,0,1.428571429,1.428571429,1.428571429,0.029411765,0.029411765,37.14285714,11.42857143,-11.42857143,1.307692308,0,1.307692308,0,0.769230769,0.038461538,0,0.192307692,41.07142857
835,0,24,0,0,0,0,1,1,9.46,473,0,1785.714286,642.8571429,5750,821.4285714,19.14285714,550,6684,954.8571429,1776.285714,0.537558308,0.462441692,7.428571429,65,734,104.8571429,0.059031687,21.42857143,71.42857143,650,92.85714286,0.052276017,0,0,0,0,0,603.5714286,8475,1210.714286,0.681598842,1.473913043,4.428571429,178.5714286,774.1428571,0.435821136,0.435821136,2182.571429,-406.2857143,406.2857143,0.437491818,0.376358162,0.81384998,0,0.554719204,0.354693023,0.042544836,0.048042938,22256.60714
836,0,25,0,0,0,0,1,1,14.32,716,0,1185.714286,1264.285714,12220,1745.714286,97.42857143,1360,24617,3516.714286,5262.428571,0.668268317,0.331731683,8.571428571,16,217,31,0.005890816,25,25,175,25,0.004750658,0,0,0,0,0,91.42857143,11695,1670.714286,0.317479708,0.957037643,3.571428571,1259.857143,3456,0.656731004,0.656731004,5182.714286,79.71428571,-79.71428571,0.678546818,0.336833981,1.015380799,0,0.322362799,0.666832052,0.004823727,0.005981422,99360
837,1,24,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
838,1,48,0,0,0,0,1,1,14.38,719,0,5642.857143,20185.71429,308050,44007.14286,436.4285714,22714.28571,429184,61312,105319.1429,0.582154377,0.417845623,23.85714286,269,11046,1578,0.014983031,6209.285714,13428.57143,113195,16170.71429,0.153540124,14.28571429,5000,90000,12857.14286,0.122077929,4428.571429,180740,25820,0.24515961,0.586722935,32.14285714,21580,77959.57143,0.740222236,0.740222236,134385.4286,-29066.28571,29066.28571,0.456239941,0.327469602,0.783709543,0.095673638,0.192133926,0.580119231,0.120330861,0.011742345,2241337.679
839,0,33,0,0,0,0,1,1,15.04,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,1,23,0,0,0,0,1,1,14.32,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
841,0,24,0,0,0,0,1,1,14.9,745,0,0,0,0,0,14.28571429,714.2857143,6000,857.1428571,857.1428571,1,0,14.28571429,29,303,43.28571429,0.0505,0,0,0,0,0,0,0,0,0,0,571.4285714,4000,571.4285714,0.666666667,0,105.7142857,119,224.7142857,0.262166667,0.262166667,839.4285714,17.71428571,-17.71428571,1.021102791,0,1.021102791,0,0.680735194,0.267699115,0,0.051565691,6460.535714
842,1,36,0,0,1,0,0,0,0,0,1,857.1428571,1721.428571,20550,2935.714286,19.14285714,22857.14286,388014,55430.57143,58366.28571,0.949701883,0.050298117,11,307.1428571,16370,2338.571429,0.040067162,77.28571429,656.4285714,7086,1012.285714,0.017343672,4.571428571,4.571428571,32,4.571428571,7.83E-05,195.7142857,153227,21889.57143,0.375037938,7.456301703,62.42857143,8727.714286,33467.57143,0.57340588,0.57340588,58712.57143,-346.2857143,346.2857143,0.944100558,0.05000146,0.994102018,7.79E-05,0.372825971,0.570023942,0.017241379,0.039830847,962192.6786
843,1,26,0,0,0,0,1,1,15.58,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
844,0,30,0,0,0,1,0,0,0,0,1,428.5714286,1571.428571,11300,1614.285714,528.5714286,6914.285714,101315,14473.57143,16087.85714,0.899658127,0.100341873,11.42857143,64.28571429,3670,524.2857143,0.032588909,1443.571429,2935,25333,3619,0.224952271,1092.857143,4200,42550,6078.571429,0.37783599,1528.571429,42950,6135.714286,0.381387915,3.800884956,50,4621.428571,8895.285714,0.552919238,0.552919238,25252.85714,-9165,9165,0.573145896,0.063924874,0.63707077,0.240708265,0.242971092,0.352248685,0.143310516,0.020761441,255739.4643
845,1,30,0,0,0,0,1,1,9.32,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
846,0,27,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
847,0,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848,1,28,0,0,0,0,1,1,14.48,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
